ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
239	leaf	MangBang	l̥aː hɔːj	l̥aː hɔːj	l̥ aː + h ɔː j	ruma1248	1-15	5 7 9 3 7 6	AX_AXN	LA_HUJ	7	7.L.C 7.A.V 7._._ 7.H.C 7.U.V 7.J.c	2.0 1.5 0.0 2.0 1.5 0.8	l̥aː+hɔːj	0	872 874	l̥ aː - + h ɔː j
240	leaf	NanSang	l̥aː	l̥aː	l̥ aː	ruma1248	1-15	5 7	AX	LA	11	11.L.C 11.A.V	2.0 1.5	l̥aː	0	872	l̥ aː -
1363	left side	NamHsan	khɔn Ɂiveː	khɔn Ɂiveː	kʰ ɔ n + ʔ i v eː		1-87	1 7 4 9 1 7 3 7	AXN_AXBZ	KUN_HIBE	10	10.K.C 10.U.V 10.N.c 10._._ 10.H.C 10.I.V 10.B.C 10.E.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	kʰɔn+ʔiveː	0	896 897	kʰ ɔ n + ʔ i v eː
1364	left side	KhunHawt	khɔnkanap	khɔnkanap	kʰ ɔ n k a n a p		2-87	1 7 4 1 7 4 7 1	AXMBYBYN	KUNKANAP	6	6.K.C 6.U.V 6.N.c 6.K.C 6.A.V 6.N.C 6.A.V 6.P.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kʰɔnkanap	0	895	kʰ ɔ n k a n a p
1365	left side	HtanHsan	khɔnkanap	khɔnkanap	kʰ ɔ n k a n a p		2-87	1 7 4 1 7 4 7 1	AXMBYBYN	KUNKANAP	5	5.K.C 5.U.V 5.N.c 5.K.C 5.A.V 5.N.C 5.A.V 5.P.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kʰɔnkanap	0	895	kʰ ɔ n k a n a p
1366	left side	PangKham	ʔakaʔ	ʔakaʔ	ʔ a k a ʔ		3-87	1 7 1 7 1	AXBYN	HAKAH	14	14.H.C 14.A.V 14.K.C 14.A.V 14.H.c	2.0 1.5 1.75 1.3 0.8	ʔakaʔ	0	894	ʔ a k a ʔ
1367	left side	ManLoi	ʔaɡaʔ	ʔaɡaʔ	ʔ a g a ʔ		3-87	1 7 1 7 1	AXBYN	HAKAH	8	8.H.C 8.A.V 8.K.C 8.A.V 8.H.c	2.0 1.5 1.75 1.3 0.8	ʔagaʔ	0	894	ʔ a g a ʔ
1368	left side	MengDan	ʔakɛʔ	ʔakɛʔ	ʔ a k ɛ ʔ	khan1274	3-87	1 7 1 7 1	AXBYN	HAKEH	9	9.H.C 9.A.V 9.K.C 9.E.V 9.H.c	2.0 1.5 1.75 1.3 0.8	ʔakɛʔ	0	894	ʔ a k ɛ ʔ
1369	left side	ChuDongGua	?aka?	?aka?	ʔ a k a ʔ		3-87	1 7 1 7 1	AXBYN	HAKAH	3	3.H.C 3.A.V 3.K.C 3.A.V 3.H.c	2.0 1.5 1.75 1.3 0.8	ʔakaʔ	0	894	ʔ a k a ʔ
1370	left side	XiangZhaiTang	naɡaɁ	naɡaɁ	n a g a ʔ	ruma1248	4-87	4 7 1 7 1	AXBYN	NAKAH	16	16.N.C 16.A.V 16.K.C 16.A.V 16.H.c	2.0 1.5 1.75 1.3 0.8	nagaʔ	0	894	n a g a ʔ
1371	left side	PongNuea	ʔaɡaɁ	ʔaɡaɁ	ʔ a g a ʔ		3-87	1 7 1 7 1	AXBYN	HAKAH	15	15.H.C 15.A.V 15.K.C 15.A.V 15.H.c	2.0 1.5 1.75 1.3 0.8	ʔagaʔ	0	894	ʔ a g a ʔ
1372	left side	NyaungGone	ʔaɡăʔ	ʔaɡăʔ	ʔ a g ă ʔ		3-87	1 7 1 7 1	AXBYN	HAKAH	13	13.H.C 13.A.V 13.K.C 13.A.V 13.H.c	2.0 1.5 1.75 1.3 0.8	ʔagăʔ	0	894	ʔ a g ă ʔ
1373	left side	NoeLae	ɁaɡăɁ	ɁaɡăɁ	ʔ a g ă ʔ		3-87	1 7 1 7 1	AXBYN	HAKAH	12	12.H.C 12.A.V 12.K.C 12.A.V 12.H.c	2.0 1.5 1.75 1.3 0.8	ʔagăʔ	0	894	ʔ a g ă ʔ
1374	left side	BanPaw	naɡăɁ	naɡăɁ	n a g ă ʔ		4-87	4 7 1 7 1	AXBYN	NAKAH	1	1.N.C 1.A.V 1.K.C 1.A.V 1.H.c	2.0 1.5 1.75 1.3 0.8	nagăʔ	0	894	n a g ă ʔ
1375	left side	ChaYeQing	nakaʔ	nakaʔ	n a k a ʔ		4-87	4 7 1 7 1	AXBYN	NAKAH	2	2.N.C 2.A.V 2.K.C 2.A.V 2.H.c	2.0 1.5 1.75 1.3 0.8	nakaʔ	0	894	n a k a ʔ
1376	left side	GuangKa	ɁakaɁ	ɁakaɁ	ʔ a k a ʔ	ruma1248	3-87	1 7 1 7 1	AXBYN	HAKAH	4	4.H.C 4.A.V 4.K.C 4.A.V 4.H.c	2.0 1.5 1.75 1.3 0.8	ʔakaʔ	0	894	ʔ a k a ʔ
1377	left side	MangBang	ɁakaɁ	ɁakaɁ	ʔ a k a ʔ	ruma1248	3-87	1 7 1 7 1	AXBYN	HAKAH	7	7.H.C 7.A.V 7.K.C 7.A.V 7.H.c	2.0 1.5 1.75 1.3 0.8	ʔakaʔ	0	894	ʔ a k a ʔ
1378	left side	NanSang	ɁakaɁ	ɁakaɁ	ʔ a k a ʔ	ruma1248	3-87	1 7 1 7 1	AXBYN	HAKAH	11	11.H.C 11.A.V 11.K.C 11.A.V 11.H.c	2.0 1.5 1.75 1.3 0.8	ʔakaʔ	0	894	ʔ a k a ʔ
624	liver	NamHsan	kәrɗɔːm	kәrɗɔːm	k ə r ɗ ɔː m		1-40	1 7 5 1 7 4	AXMBYN	KERTUM	10	10.K.C 10.E.V 10.R.c 10.T.C 10.U.V 10.M.c	2.0 1.5 1.1 1.75 1.3 0.8	kərɗɔːm	0	912	k ə r ɗ ɔː m
625	liver	KhunHawt	kaɗoːm	kaɗoːm	k a ɗ oː m		1-40	1 7 1 7 4	AXBYN	KATUM	6	6.K.C 6.A.V 6.T.C 6.U.V 6.M.c	2.0 1.5 1.75 1.3 0.8	kaɗoːm	0	912	k a - ɗ oː m
626	liver	HtanHsan	kaɗoːm, ɗap	kaɗoːm	k a ɗ oː m		1-40	1 7 1 7 4	AXBYN	KATUM	5	5.K.C 5.A.V 5.T.C 5.U.V 5.M.c	2.0 1.5 1.75 1.3 0.8	kaɗoːm	0	912	k a - ɗ oː m
627	liver	PangKham	kaɗɔːm	kaɗɔːm	k a ɗ ɔː m		1-40	1 7 1 7 4	AXBYN	KATUM	14	14.K.C 14.A.V 14.T.C 14.U.V 14.M.c	2.0 1.5 1.75 1.3 0.8	kaɗɔːm	0	912	k a - ɗ ɔː m
628	liver	ManLoi	khaɗɔːm	khaɗɔːm	kʰ a ɗ ɔː m		1-40	1 7 1 7 4	AXBYN	KATUM	8	8.K.C 8.A.V 8.T.C 8.U.V 8.M.c	2.0 1.5 1.75 1.3 0.8	kʰaɗɔːm	0	912	kʰ a - ɗ ɔː m
629	liver	MengDan	kəɗɔːm	kəɗɔːm	k ə ɗ ɔː m	khan1274	1-40	1 7 1 7 4	AXBYN	KETUM	9	9.K.C 9.E.V 9.T.C 9.U.V 9.M.c	2.0 1.5 1.75 1.3 0.8	kəɗɔːm	0	912	k ə - ɗ ɔː m
630	liver	ChuDongGua	kaɗɔːm	kaɗɔːm	k a ɗ ɔː m		1-40	1 7 1 7 4	AXBYN	KATUM	3	3.K.C 3.A.V 3.T.C 3.U.V 3.M.c	2.0 1.5 1.75 1.3 0.8	kaɗɔːm	0	912	k a - ɗ ɔː m
631	liver	XiangZhaiTang	kadoːm	kadoːm	k a d oː m	ruma1248	1-40	1 7 1 7 4	AXBYN	KATUM	16	16.K.C 16.A.V 16.T.C 16.U.V 16.M.c	2.0 1.5 1.75 1.3 0.8	kadoːm	0	912	k a - d oː m
632	liver	PongNuea	kadoːm	kadoːm	k a d oː m		1-40	1 7 1 7 4	AXBYN	KATUM	15	15.K.C 15.A.V 15.T.C 15.U.V 15.M.c	2.0 1.5 1.75 1.3 0.8	kadoːm	0	912	k a - d oː m
633	liver	NyaungGone	kadom	kadom	k a d o m		1-40	1 7 1 7 4	AXBYN	KATUM	13	13.K.C 13.A.V 13.T.C 13.U.V 13.M.c	2.0 1.5 1.75 1.3 0.8	kadom	0	912	k a - d o m
634	liver	NoeLae	kadom	kadom	k a d o m		1-40	1 7 1 7 4	AXBYN	KATUM	12	12.K.C 12.A.V 12.T.C 12.U.V 12.M.c	2.0 1.5 1.75 1.3 0.8	kadom	0	912	k a - d o m
635	liver	BanPaw	kadom	kadom	k a d o m		1-40	1 7 1 7 4	AXBYN	KATUM	1	1.K.C 1.A.V 1.T.C 1.U.V 1.M.c	2.0 1.5 1.75 1.3 0.8	kadom	0	912	k a - d o m
636	liver	ChaYeQing	kadoːm	kadoːm	k a d oː m		1-40	1 7 1 7 4	AXBYN	KATUM	2	2.K.C 2.A.V 2.T.C 2.U.V 2.M.c	2.0 1.5 1.75 1.3 0.8	kadoːm	0	912	k a - d oː m
637	liver	GuangKa	katɔːm	katɔːm	k a t ɔː m	ruma1248	1-40	1 7 1 7 4	AXBYN	KATUM	4	4.K.C 4.A.V 4.T.C 4.U.V 4.M.c	2.0 1.5 1.75 1.3 0.8	katɔːm	0	912	k a - t ɔː m
638	liver	MangBang	katɔːm	katɔːm	k a t ɔː m	ruma1248	1-40	1 7 1 7 4	AXBYN	KATUM	7	7.K.C 7.A.V 7.T.C 7.U.V 7.M.c	2.0 1.5 1.75 1.3 0.8	katɔːm	0	912	k a - t ɔː m
1316	long	NamHsan	r̥әŋr̥әŋ	r̥әŋr̥әŋ	r̥ ə ŋ r̥ ə ŋ		1-84	5 7 4 5 7 4	AXBCYN	RENREN	10	10.R.C 10.E.V 10.N.C 10.R.C 10.E.V 10.N.c	2.0 1.5 1.75 1.5 1.3 0.8	r̥əŋr̥əŋ	0	930	r̥ ə ŋ r̥ ə ŋ
1317	long	KhunHawt	l̥әːŋ	l̥әːŋ	l̥ əː ŋ		1-84	5 7 4	AXN	LEN	6	6.L.C 6.E.V 6.N.c	2.0 1.5 0.8	l̥əːŋ	0	929	l̥ əː ŋ
1318	long	HtanHsan	l̥әːŋ	l̥әːŋ	l̥ əː ŋ		1-84	5 7 4	AXN	LEN	5	5.L.C 5.E.V 5.N.c	2.0 1.5 0.8	l̥əːŋ	0	929	l̥ əː ŋ
1319	long	PangKham	d̤oŋ	d̤oŋ	dʱ o ŋ		2-84	1 7 4	AXN	TUN	14	14.T.C 14.U.V 14.N.c	2.0 1.5 0.8	dʱoŋ	0	928	dʱ o ŋ
1320	long	ManLoi	toŋ	toŋ	t o ŋ		2-84	1 7 4	AXN	TUN	8	8.T.C 8.U.V 8.N.c	2.0 1.5 0.8	toŋ	0	928	t o ŋ
1321	long	MengDan	doŋ	doŋ	d o ŋ	khan1274	2-84	1 7 4	AXN	TUN	9	9.T.C 9.U.V 9.N.c	2.0 1.5 0.8	doŋ	0	928	d o ŋ
1322	long	ChuDongGua	doŋ	doŋ	d o ŋ		2-84	1 7 4	AXN	TUN	3	3.T.C 3.U.V 3.N.c	2.0 1.5 0.8	doŋ	0	928	d o ŋ
1323	long	PongNuea	toŋ	toŋ	t o ŋ		2-84	1 7 4	AXN	TUN	15	15.T.C 15.U.V 15.N.c	2.0 1.5 0.8	toŋ	0	928	t o ŋ
1324	long	NyaungGone	tok	tok	t o k		2-84	1 7 1	AXN	TUK	13	13.T.C 13.U.V 13.K.c	2.0 1.5 0.8	tok	0	928	t o k
1325	long	NoeLae	toŋ	toŋ	t o ŋ		2-84	1 7 4	AXN	TUN	12	12.T.C 12.U.V 12.N.c	2.0 1.5 0.8	toŋ	0	928	t o ŋ
1326	long	BanPaw	toŋ	toŋ	t o ŋ		2-84	1 7 4	AXN	TUN	1	1.T.C 1.U.V 1.N.c	2.0 1.5 0.8	toŋ	0	928	t o ŋ
1327	long	ChaYeQing	doŋ	doŋ	d o ŋ		2-84	1 7 4	AXN	TUN	2	2.T.C 2.U.V 2.N.c	2.0 1.5 0.8	doŋ	0	928	d o ŋ
1328	long	GuangKa	doŋ	doŋ	d o ŋ	ruma1248	2-84	1 7 4	AXN	TUN	4	4.T.C 4.U.V 4.N.c	2.0 1.5 0.8	doŋ	0	928	d o ŋ
1329	long	MangBang	doŋ	doŋ	d o ŋ	ruma1248	2-84	1 7 4	AXN	TUN	7	7.T.C 7.U.V 7.N.c	2.0 1.5 0.8	doŋ	0	928	d o ŋ
1330	long	NanSang	doŋ	doŋ	d o ŋ	ruma1248	2-84	1 7 4	AXN	TUN	11	11.T.C 11.U.V 11.N.c	2.0 1.5 0.8	doŋ	0	928	d o ŋ
449	louse	NamHsan	siː	siː	s iː		1-29	3 7	AX	SI	10	10.S.C 10.I.V	2.0 1.5	siː	0	946	s iː
450	louse	KhunHawt	siː	siː	s iː		1-29	3 7	AX	SI	6	6.S.C 6.I.V	2.0 1.5	siː	0	946	s iː
451	louse	HtanHsan	sej	sej	s e j		2-29	3 7 6	AXN	SEJ	5	5.S.C 5.E.V 5.J.c	2.0 1.5 0.8	sej	0	945	- - s e j
452	louse	PangKham	saj	saj	s a j		2-29	3 7 6	AXN	SAJ	14	14.S.C 14.A.V 14.J.c	2.0 1.5 0.8	saj	0	945	- - s a j
453	louse	ManLoi	saj	saj	s a j		2-29	3 7 6	AXN	SAJ	8	8.S.C 8.A.V 8.J.c	2.0 1.5 0.8	saj	0	945	- - s a j
454	louse	MengDan	kəbran	kəbran	k ə b r a n	khan1274	3-29	1 7 1 5 7 4	AXBCYN	KEPRAN	9	9.K.C 9.E.V 9.P.C 9.R.C 9.A.V 9.N.c	2.0 1.5 1.75 1.5 1.3 0.8	kəbran	0	947	k ə b r a n
455	louse	ChuDongGua	saːj	saːj	s aː j		2-29	3 7 6	AXN	SAJ	3	3.S.C 3.A.V 3.J.c	2.0 1.5 0.8	saːj	0	945	- - s aː j
456	louse	XiangZhaiTang	masɛː	masɛː	m a s ɛː	ruma1248	1-29	4 7 3 7	AXBZ	MASE	16	16.M.C 16.A.V 16.S.C 16.E.V	2.0 1.5 1.75 0.8	masɛː	0	944	m a s ɛː
457	louse	PongNuea	masɛː	masɛː	m a s ɛː		1-29	4 7 3 7	AXBZ	MASE	15	15.M.C 15.A.V 15.S.C 15.E.V	2.0 1.5 1.75 0.8	masɛː	0	944	m a s ɛː
458	louse	NyaungGone	masɛ	masɛ	m a s ɛ		1-29	4 7 3 7	AXBZ	MASE	13	13.M.C 13.A.V 13.S.C 13.E.V	2.0 1.5 1.75 0.8	masɛ	0	944	m a s ɛ
459	louse	NoeLae	masɛ	masɛ	m a s ɛ		1-29	4 7 3 7	AXBZ	MASE	12	12.M.C 12.A.V 12.S.C 12.E.V	2.0 1.5 1.75 0.8	masɛ	0	944	m a s ɛ
460	louse	BanPaw	masɛ	masɛ	m a s ɛ		1-29	4 7 3 7	AXBZ	MASE	1	1.M.C 1.A.V 1.S.C 1.E.V	2.0 1.5 1.75 0.8	masɛ	0	944	m a s ɛ
461	louse	ChaYeQing	masaj	masaj	m a s a j		2-29	4 7 3 7 6	AXBYN	MASAJ	2	2.M.C 2.A.V 2.S.C 2.A.V 2.J.c	2.0 1.5 1.75 1.3 0.8	masaj	0	945	m a s a j
462	louse	GuangKa	saj	saj	s a j	ruma1248	2-29	3 7 6	AXN	SAJ	4	4.S.C 4.A.V 4.J.c	2.0 1.5 0.8	saj	0	945	- - s a j
463	louse	MangBang	saj	saj	s a j	ruma1248	2-29	3 7 6	AXN	SAJ	7	7.S.C 7.A.V 7.J.c	2.0 1.5 0.8	saj	0	945	- - s a j
464	louse	NanSang	saiɁ	saiɁ	s a i ʔ	ruma1248	2-29	3 7 7 1	AXYN	SAIH	11	11.S.C 11.A.V 11.I.V 11.H.c	2.0 1.5 1.3 0.8	saiʔ	0	948	s a i ʔ
1302	many	NamHsan	bram	bram	b r a m		1-83	1 5 7 4	ACXN	PRAM	10	10.P.C 10.R.C 10.A.V 10.M.c	2.0 1.5 1.5 0.8	bram	0	962	b r a m
1303	many	KhunHawt	sәp,	sәp	s ə p		2-83	3 7 1	AXN	SEP	6	6.S.C 6.E.V 6.P.c	2.0 1.5 0.8	səp	0	964	s ə p
1304	many	HtanHsan	pәrʨәɯ	pәrʨәɯ	p ə r tɕ ə ɯ		3-83	1 7 5 2 7 7	AXMBYZ	PERCEI	5	5.P.C 5.E.V 5.R.c 5.C.C 5.E.V 5.I.V	2.0 1.5 1.1 1.75 1.3 0.8	pərtɕəɯ	0	963	p ə r tɕ ə ɯ
1305	many	PangKham	rian	rian	r i a n		4-83	5 7 7 4	AXYN	RIAN	14	14.R.C 14.I.V 14.A.V 14.N.c	2.0 1.5 1.3 0.8	rian	0	965	r i a n
1306	many	ManLoi	rian	rian	r i a n		4-83	5 7 7 4	AXYN	RIAN	8	8.R.C 8.I.V 8.A.V 8.N.c	2.0 1.5 1.3 0.8	rian	0	965	r i a n
1307	many	MengDan	bram	bram	b r a m	khan1274	1-83	1 5 7 4	ACXN	PRAM	9	9.P.C 9.R.C 9.A.V 9.M.c	2.0 1.5 1.5 0.8	bram	0	962	b r a m
1308	many	ChuDongGua	bram	bram	b r a m		1-83	1 5 7 4	ACXN	PRAM	3	3.P.C 3.R.C 3.A.V 3.M.c	2.0 1.5 1.5 0.8	bram	0	962	b r a m
1309	many	NyaungGone	kɨn	kɨn	k ɨ n		5-83	1 7 4	AXN	KIN	13	13.K.C 13.I.V 13.N.c	2.0 1.5 0.8	kɨn	0	961	k ɨ n
1310	many	NoeLae	kɨn	kɨn	k ɨ n		5-83	1 7 4	AXN	KIN	12	12.K.C 12.I.V 12.N.c	2.0 1.5 0.8	kɨn	0	961	k ɨ n
1311	many	BanPaw	kɨn	kɨn	k ɨ n		5-83	1 7 4	AXN	KIN	1	1.K.C 1.I.V 1.N.c	2.0 1.5 0.8	kɨn	0	961	k ɨ n
1312	many	ChaYeQing	ɡɨn	ɡɨn	g ɨ n		5-83	1 7 4	AXN	KIN	2	2.K.C 2.I.V 2.N.c	2.0 1.5 0.8	gɨn	0	961	g ɨ n
1313	many	GuangKa	ɡɨn	ɡɨn	g ɨ n	ruma1248	5-83	1 7 4	AXN	KIN	4	4.K.C 4.I.V 4.N.c	2.0 1.5 0.8	gɨn	0	961	g ɨ n
1314	many	MangBang	ɡɨn	ɡɨn	g ɨ n	ruma1248	5-83	1 7 4	AXN	KIN	7	7.K.C 7.I.V 7.N.c	2.0 1.5 0.8	gɨn	0	961	g ɨ n
1315	many	NanSang	kɨn	kɨn	k ɨ n	ruma1248	5-83	1 7 4	AXN	KIN	11	11.K.C 11.I.V 11.N.c	2.0 1.5 0.8	kɨn	0	961	k ɨ n
17	moon	NamHsan	blaŋkiәːr	blaŋkiәːr	b l a ŋ k i əː r		1-2	1 5 7 4 1 7 7 5	ACXMBYYN	PLANKIER	10	10.P.C 10.L.C 10.A.V 10.N.c 10.K.C 10.I.V 10.E.V 10.R.c	2.0 1.5 1.5 1.1 1.75 1.3 1.3 0.8	blaŋkiəːr	0	978	b l a ŋ k i əː r
18	moon	KhunHawt	paŋkia	paŋkia	p a ŋ k i a		2-2	1 7 4 1 7 7	AXMBYZ	PANKIA	6	6.P.C 6.A.V 6.N.c 6.K.C 6.I.V 6.A.V	2.0 1.5 1.1 1.75 1.3 0.8	paŋkia	0	978	p - a ŋ k i a -
19	moon	HtanHsan	baŋkia	baŋkia	b a ŋ k i a		2-2	1 7 4 1 7 7	AXMBYZ	PANKIA	5	5.P.C 5.A.V 5.N.c 5.K.C 5.I.V 5.A.V	2.0 1.5 1.1 1.75 1.3 0.8	baŋkia	0	978	b - a ŋ k i a -
20	moon	PangKham	blaŋɡian	blaŋɡian	b l a ŋ g i a n		1-2	1 5 7 4 1 7 7 4	ACXMBYYN	PLANKIAN	14	14.P.C 14.L.C 14.A.V 14.N.c 14.K.C 14.I.V 14.A.V 14.N.c	2.0 1.5 1.5 1.1 1.75 1.3 1.3 0.8	blaŋgian	0	978	b l a ŋ g i a n
21	moon	ManLoi	blaŋɡiaː	blaŋɡiaː	b l a ŋ g i aː		2-2	1 5 7 4 1 7 7	ACXMBYZ	PLANKIA	8	8.P.C 8.L.C 8.A.V 8.N.c 8.K.C 8.I.V 8.A.V	2.0 1.5 1.5 1.1 1.75 1.3 0.8	blaŋgiaː	0	978	b l a ŋ g i aː -
22	moon	MengDan	blaŋɡiar	blaŋɡiar	b l a ŋ g i a r	khan1274	1-2	1 5 7 4 1 7 7 5	ACXMBYYN	PLANKIAR	9	9.P.C 9.L.C 9.A.V 9.N.c 9.K.C 9.I.V 9.A.V 9.R.c	2.0 1.5 1.5 1.1 1.75 1.3 1.3 0.8	blaŋgiar	0	978	b l a ŋ g i a r
23	moon	ChuDongGua	blaŋkiar	blaŋkiar	b l a ŋ k i a r		1-2	1 5 7 4 1 7 7 5	ACXMBYYN	PLANKIAR	3	3.P.C 3.L.C 3.A.V 3.N.c 3.K.C 3.I.V 3.A.V 3.R.c	2.0 1.5 1.5 1.1 1.75 1.3 1.3 0.8	blaŋkiar	0	978	b l a ŋ k i a r
24	moon	XiangZhaiTang	məɡian	məɡian	m ə g i a n	ruma1248	1-2	4 7 1 7 7 4	AXBYYN	MEKIAN	16	16.M.C 16.E.V 16.K.C 16.I.V 16.A.V 16.N.c	2.0 1.5 1.75 1.3 1.3 0.8	məgian	0	976	m ə g i a n
25	moon	PongNuea	maɡian	maɡian	m a g i a n		1-2	4 7 1 7 7 4	AXBYYN	MAKIAN	15	15.M.C 15.A.V 15.K.C 15.I.V 15.A.V 15.N.c	2.0 1.5 1.75 1.3 1.3 0.8	magian	0	976	m a g i a n
26	moon	NyaungGone	maɡian	maɡian	m a g i a n		1-2	4 7 1 7 7 4	AXBYYN	MAKIAN	13	13.M.C 13.A.V 13.K.C 13.I.V 13.A.V 13.N.c	2.0 1.5 1.75 1.3 1.3 0.8	magian	0	976	m a g i a n
27	moon	NoeLae	maɡian	maɡian	m a g i a n		1-2	4 7 1 7 7 4	AXBYYN	MAKIAN	12	12.M.C 12.A.V 12.K.C 12.I.V 12.A.V 12.N.c	2.0 1.5 1.75 1.3 1.3 0.8	magian	0	976	m a g i a n
28	moon	BanPaw	maɡian	maɡian	m a g i a n		1-2	4 7 1 7 7 4	AXBYYN	MAKIAN	1	1.M.C 1.A.V 1.K.C 1.I.V 1.A.V 1.N.c	2.0 1.5 1.75 1.3 1.3 0.8	magian	0	976	m a g i a n
29	moon	ChaYeQing	lənlaːw	lənlaːw	l ə n l aː w		3-2	5 7 4 5 7 6	AXBCYN	LENLAW	2	2.L.C 2.E.V 2.N.C 2.L.C 2.A.V 2.W.c	2.0 1.5 1.75 1.5 1.3 0.8	lənlaːw	0	977	l ə n l aː w
30	moon	GuangKa	pakjəː	pakjəː	p a k j əː	ruma1248	4-2	1 7 1 6 7	AXBCZ	PAKJE	4	4.P.C 4.A.V 4.K.C 4.J.C 4.E.V	2.0 1.5 1.75 1.5 0.8	pakjəː	0	979	p a k j əː
31	moon	MangBang	pakjəː	pakjəː	p a k j əː	ruma1248	4-2	1 7 1 6 7	AXBCZ	PAKJE	7	7.P.C 7.A.V 7.K.C 7.J.C 7.E.V	2.0 1.5 1.75 1.5 0.8	pakjəː	0	979	p a k j əː
32	moon	NanSang	pakjəː	pakjəː	p a k j əː	ruma1248	4-2	1 7 1 6 7	AXBCZ	PAKJE	11	11.P.C 11.A.V 11.K.C 11.J.C 11.E.V	2.0 1.5 1.75 1.5 0.8	pakjəː	0	979	p a k j əː
177	mountain	NamHsan	sur	sur	s u r		1-12	3 7 5	AXN	SYR	10	10.S.C 10.Y.V 10.R.c	2.0 1.5 0.8	sur	0	996	s u r
178	mountain	KhunHawt	sor	sor	s o r		1-12	3 7 5	AXN	SUR	6	6.S.C 6.U.V 6.R.c	2.0 1.5 0.8	sor	0	996	s o r
179	mountain	HtanHsan	sur̥	sur̥	s u r̥		1-12	3 7 5	AXN	SYR	5	5.S.C 5.Y.V 5.R.c	2.0 1.5 0.8	sur̥	0	996	s u r̥
180	mountain	PangKham	ŋɔːt	ŋɔːt	ŋ ɔː t		2-12	4 7 1	AXN	NUT	14	14.N.C 14.U.V 14.T.c	2.0 1.5 0.8	ŋɔːt	0	998	ŋ ɔː t
181	mountain	ManLoi	ŋauɁ	ŋauɁ	ŋ a u ʔ		2-12	4 7 7 1	AXYN	NAYH	8	8.N.C 8.A.V 8.Y.V 8.H.c	2.0 1.5 1.3 0.8	ŋauʔ	0	997	ŋ a u ʔ
182	mountain	MengDan	sul	sul	s u l	khan1274	2-12	3 7 5	AXN	SYL	9	9.S.C 9.Y.V 9.L.c	2.0 1.5 0.8	sul	0	996	s u l
183	mountain	ChuDongGua	kədiaŋ	kədiaŋ	k ə d i a ŋ		3-12	1 7 1 7 7 4	AXBYYN	KETIAN	3	3.K.C 3.E.V 3.T.C 3.I.V 3.A.V 3.N.c	2.0 1.5 1.75 1.3 1.3 0.8	kədiaŋ	0	994	k ə d i a ŋ
184	mountain	XiangZhaiTang	nɔn	nɔn	n ɔ n	ruma1248	2-12	4 7 4	AXN	NUN	16	16.N.C 16.U.V 16.N.c	2.0 1.5 0.8	nɔn	0	993	n ɔ n
185	mountain	PongNuea	nɔːn	nɔːn	n ɔː n		2-12	4 7 4	AXN	NUN	15	15.N.C 15.U.V 15.N.c	2.0 1.5 0.8	nɔːn	0	993	n ɔː n
186	mountain	NyaungGone	nɔn	nɔn	n ɔ n		2-12	4 7 4	AXN	NUN	13	13.N.C 13.U.V 13.N.c	2.0 1.5 0.8	nɔn	0	993	n ɔ n
187	mountain	NoeLae	nɔn	nɔn	n ɔ n		2-12	4 7 4	AXN	NUN	12	12.N.C 12.U.V 12.N.c	2.0 1.5 0.8	nɔn	0	993	n ɔ n
188	mountain	BanPaw	nɔn	nɔn	n ɔ n		2-12	4 7 4	AXN	NUN	1	1.N.C 1.U.V 1.N.c	2.0 1.5 0.8	nɔn	0	993	n ɔ n
189	mountain	ChaYeQing	noː	noː	n oː		4-12	4 7	AX	NU	2	2.N.C 2.U.V	2.0 1.5	noː	0	993	n oː -
190	mountain	GuangKa	koŋ	koŋ	k o ŋ	ruma1248	5-12	1 7 4	AXN	KUN	4	4.K.C 4.U.V 4.N.c	2.0 1.5 0.8	koŋ	0	995	k o ŋ
191	mountain	MangBang	nɔː	nɔː	n ɔː	ruma1248	4-12	4 7	AX	NU	7	7.N.C 7.U.V	2.0 1.5	nɔː	0	993	n ɔː -
192	mountain	NanSang	kɔŋ	kɔŋ	k ɔ ŋ	ruma1248	5-12	1 7 4	AXN	KUN	11	11.K.C 11.U.V 11.N.c	2.0 1.5 0.8	kɔŋ	0	995	k ɔ ŋ
545	mouth	NamHsan	moːɁ	moːɁ	m oː ʔ		1-35	4 7 1	AXN	MUH	10	10.M.C 10.U.V 10.H.c	2.0 1.5 0.8	moːʔ	0	1011	m oː - ʔ
546	mouth	KhunHawt	mur̥	mur̥	m u r̥		2-35	4 7 5	AXN	MYR	6	6.M.C 6.Y.V 6.R.c	2.0 1.5 0.8	mur̥	0	1012	m u r̥
547	mouth	HtanHsan	mur̥	mur̥	m u r̥		2-35	4 7 5	AXN	MYR	5	5.M.C 5.Y.V 5.R.c	2.0 1.5 0.8	mur̥	0	1012	m u r̥
548	mouth	PangKham	muaɁ	muaɁ	m u a ʔ		1-35	4 7 7 1	AXYN	MYAH	14	14.M.C 14.Y.V 14.A.V 14.H.c	2.0 1.5 1.3 0.8	muaʔ	0	1013	m u a ʔ
